1 1 58
1 2 124
1 3 84
1 4 149
1 5 80
1 6 106
1 7 94
1 8 53
1 9 192
1 10 156
1 11 188
1 12 55
1 13 129
1 14 157
1 15 156
1 16 101
1 17 220
1 18 74
1 19 258
1 20 82
1 21 113
1 22 139
1 23 322
1 24 47
1 25 184
1 26 101
1 27 242
1 28 298
1 29 71
1 30 115
1 31 83
1 32 81
1 33 142
1 34 267
1 35 77
1 36 40
1 37 135
1 38 403
1 39 204
1 40 136
1 41 281
1 42 185
1 43 113
1 44 208
1 45 127
1 46 80
1 47 263
1 48 30
1 49 76
1 50 206
1 51 75
1 52 192
1 53 299
1 54 54
1 55 79
1 56 112
1 57 307
1 58 271
1 59 193
1 60 53
1 61 117
1 62 133
1 63 127
1 64 129
1 65 102
1 66 170
1 67 34
1 68 228
1 69 48
1 70 337
1 71 26
1 72 37
1 73 418
1 74 231
1 75 395
1 76 182
1 77 66
1 78 102
1 79 32
1 80 186
1 81 67
1 82 31
1 83 214
1 84 34
1 85 44
1 86 41
1 87 57
1 88 206
1 89 70
1 90 49
1 91 110
1 92 25
1 93 2751
1 94 71
1 95 238
1 96 68
1 97 22
1 98 46
1 99 762
1 101 400
1 102 346
1 103 22
1 104 25
1 105 153
1 106 132
1 107 28
1 109 29
1 110 322
1 111 147
1 112 63
1 113 17
1 114 85
1 116 13
1 117 81
1 118 6
1 119 14
1 121 14
1 122 14
1 123 62
1 124 114
1 125 83
1 126 47
1 128 18
1 129 16
1 130 43
1 131 579
1 132 66
1 133 1437
1 134 34
1 135 15
1 136 48
1 137 674
1 138 13
1 139 495
1 140 14
1 141 33
1 142 12
1 143 17
1 144 46
1 145 27
1 146 16
1 147 10
1 148 16
1 149 144
1 150 17
1 151 74
1 152 67
1 154 60
1 156 23
1 158 19
1 159 2575
1 160 60
1 161 6
1 162 34
1 163 14
1 165 34
1 168 88
1 169 26
1 170 5
1 171 72
1 172 137
1 173 35
1 174 22
1 175 18
1 177 155
1 179 12
1 181 10
1 182 48
1 183 8
1 186 42
1 187 71
1 188 131
1 189 59
1 190 1687
1 191 26
1 192 57
1 193 106
1 194 47
1 195 5
1 196 102
1 197 9
1 198 23
1 199 212
1 200 100
2 2 20
2 3 27
2 4 20
2 5 37
2 6 15
2 7 19
2 8 220
2 9 421
2 10 362
2 11 55
2 12 17
2 13 16
2 14 18
2 15 26
2 16 74
2 17 36
2 18 19
2 19 104
2 20 12
2 21 18
2 22 71
2 23 23
2 24 33
2 25 15
2 26 11
2 27 11
2 28 11
2 29 25
2 30 17
2 31 11
2 32 13
2 33 14
2 34 9
2 35 13
2 36 9
2 37 14
2 38 12
2 39 165
2 40 14
2 41 10
2 42 20
2 44 81
2 45 9
2 46 11
2 47 15
2 48 10
2 50 19
2 51 108
2 52 21
2 54 26
2 55 43
2 56 21
2 57 11
2 58 13
2 59 25
2 60 20
2 62 23
2 63 93
2 64 18
2 65 21
2 66 25
2 67 12
2 69 19
2 70 22
2 71 14
2 72 13
2 73 34
2 74 38
2 75 163
2 76 17
2 77 11
2 79 11
2 80 13
2 81 10
2 82 14
2 83 23
2 85 14
2 87 58
2 88 45
2 89 36
2 90 12
2 91 12
2 94 16
2 95 6
2 97 10
2 99 128
2 100 11
2 102 39
2 103 17
2 105 6
2 106 15
2 107 37
2 109 3
2 114 12
2 118 4
2 123 41
2 125 5
2 126 17
2 135 7
2 139 7
2 142 29
2 145 11
2 146 29
2 150 9
2 158 34
2 165 3
2 171 17
2 189 31
2 195 4
2 196 13
2 198 20
2 199 209
3 3 40
3 4 34
3 5 43
3 6 29
3 7 20
3 8 68
3 9 52
3 10 31
3 11 47
3 12 23
3 13 20
3 14 61
3 15 28
3 16 33
3 17 26
3 18 28
3 19 34
3 20 18
3 21 29
3 22 39
3 23 31
3 24 20
3 25 19
3 26 15
3 27 25
