1634.00, 0.01
1634.00, 0.02
1634.00, 0.03
1634.00, 0.04
1634.00, 0.05
1634.00, 0.06
1634.00, 0.07
1634.00, 0.08
1634.00, 0.09
1634.00, 0.10
1634.00, 0.11
1634.00, 0.12
1970.00, 0.13
1970.00, 0.14
1970.00, 0.15
1970.00, 0.16
1970.00, 0.17
1970.00, 0.18
1970.00, 0.19
1970.00, 0.20
1970.00, 0.21
1970.00, 0.22
1970.00, 0.23
1970.00, 0.24
1970.00, 0.25
2310.00, 0.26
2310.00, 0.27
2310.00, 0.28
2310.00, 0.29
2310.00, 0.30
2310.00, 0.31
2310.00, 0.32
2310.00, 0.33
2310.00, 0.34
2310.00, 0.35
2310.00, 0.36
2310.00, 0.37
2338.00, 0.38
2338.00, 0.39
2338.00, 0.40
2338.00, 0.41
2338.00, 0.42
2338.00, 0.43
2338.00, 0.44
2338.00, 0.45
2338.00, 0.46
2338.00, 0.47
2338.00, 0.48
2338.00, 0.49
2338.00, 0.50
2523.00, 0.51
2523.00, 0.52
2523.00, 0.53
2523.00, 0.54
2523.00, 0.55
2523.00, 0.56
2523.00, 0.57
2523.00, 0.58
2523.00, 0.59
2523.00, 0.60
2523.00, 0.61
2523.00, 0.62
3144.00, 0.63
3144.00, 0.64
3144.00, 0.65
3144.00, 0.66
3144.00, 0.67
3144.00, 0.68
3144.00, 0.69
3144.00, 0.70
3144.00, 0.71
3144.00, 0.72
3144.00, 0.73
3144.00, 0.74
3144.00, 0.75
3322.00, 0.76
3322.00, 0.77
3322.00, 0.78
3322.00, 0.79
3322.00, 0.80
3322.00, 0.81
3322.00, 0.82
3322.00, 0.83
3322.00, 0.84
3322.00, 0.85
3322.00, 0.86
3322.00, 0.87
130913.00, 0.88
130913.00, 0.89
130913.00, 0.90
130913.00, 0.91
130913.00, 0.92
130913.00, 0.93
130913.00, 0.94
130913.00, 0.95
130913.00, 0.96
130913.00, 0.97
130913.00, 0.98
130913.00, 0.99
130913.00, 1.00
