68.00, 0.01
68.00, 0.02
68.00, 0.03
68.00, 0.04
68.00, 0.05
68.00, 0.06
68.00, 0.07
68.00, 0.08
68.00, 0.09
68.00, 0.10
68.00, 0.11
68.00, 0.12
138.00, 0.13
138.00, 0.14
138.00, 0.15
138.00, 0.16
138.00, 0.17
138.00, 0.18
138.00, 0.19
138.00, 0.20
138.00, 0.21
138.00, 0.22
138.00, 0.23
138.00, 0.24
138.00, 0.25
252.00, 0.26
252.00, 0.27
252.00, 0.28
252.00, 0.29
252.00, 0.30
252.00, 0.31
252.00, 0.32
252.00, 0.33
252.00, 0.34
252.00, 0.35
252.00, 0.36
252.00, 0.37
270.00, 0.38
270.00, 0.39
270.00, 0.40
270.00, 0.41
270.00, 0.42
270.00, 0.43
270.00, 0.44
270.00, 0.45
270.00, 0.46
270.00, 0.47
270.00, 0.48
270.00, 0.49
270.00, 0.50
368.00, 0.51
368.00, 0.52
368.00, 0.53
368.00, 0.54
368.00, 0.55
368.00, 0.56
368.00, 0.57
368.00, 0.58
368.00, 0.59
368.00, 0.60
368.00, 0.61
368.00, 0.62
422.00, 0.63
422.00, 0.64
422.00, 0.65
422.00, 0.66
422.00, 0.67
422.00, 0.68
422.00, 0.69
422.00, 0.70
422.00, 0.71
422.00, 0.72
422.00, 0.73
422.00, 0.74
422.00, 0.75
514.00, 0.76
514.00, 0.77
514.00, 0.78
514.00, 0.79
514.00, 0.80
514.00, 0.81
514.00, 0.82
514.00, 0.83
514.00, 0.84
514.00, 0.85
514.00, 0.86
514.00, 0.87
1777.00, 0.88
1777.00, 0.89
1777.00, 0.90
1777.00, 0.91
1777.00, 0.92
1777.00, 0.93
1777.00, 0.94
1777.00, 0.95
1777.00, 0.96
1777.00, 0.97
1777.00, 0.98
1777.00, 0.99
1777.00, 1.00
