1 2 91
1 3 91
1 4 10
1 5 55
1 6 97
1 7 97
1 8 49
1 9 14
1 10 92
1 11 96
1 12 4
1 13 93
1 14 76
1 15 39
1 16 17
1 17 3
1 18 5
1 19 82
1 20 32
1 21 3
1 22 38
1 23 80
1 24 49
1 25 65
1 26 76
12 27 68
20 28 16
9 29 50
26 30 34
18 31 22
22 32 26
17 33 70
24 34 96
17 35 14
9 36 26
23 37 25
23 38 24
25 39 35
10 40 25
19 41 47
14 42 83
18 43 55
25 44 29
22 45 75
14 46 57
8 47 5
17 48 78
25 49 13
44 50 47
7 42 16
22 41 53
10 45 26
20 46 75
16 39 23
23 44 100
8 43 11
26 38 78
23 48 8
14 41 80
15 48 18
12 39 14
24 44 55
9 48 62
14 44 40
8 11 12
10 11 42
7 25 95
16 16 34
25 14 11
22 14 24
15 8 13
25 26 58
14 23 2
7 10 65
21 19 45
17 12 75
10 20 18
14 19 78
8 25 78
16 15 45
13 17 51
23 22 64
17 14 94
24 18 62
18 11 30
16 11 84
15 13 92
15 10 91
26 15 11
12 15 60
12 19 71
11 9 30
17 8 26
23 7 93
21 16 58
26 17 52
19 20 40
14 26 4
24 25 80
8 12 34
20 9 72
16 22 72
13 20 20
7 21 50
16 25 61
19 24 81
18 10 24
24 7 49
10 26 71
17 16 6
20 7 7
23 23 72
19 23 45
15 23 8
9 10 39
8 14 53
15 20 63
7 26 17
9 14 20
16 13 95
21 12 42
17 25 42
26 13 70
20 17 70
9 26 17
7 18 88
46 40 37
43 49 16
